restaurant,horizon_minutes,date,avg_actual,avg_prediction,peak_actual,peak_prediction,daily_mae,slot_count
제3학생회관,60,2026-03-13,31.114,29.604,125.000,89.636,8.861,132
제3학생회관,60,2026-03-14,13.455,11.725,19.000,18.941,3.136,132
제3학생회관,60,2026-03-15,11.603,10.818,20.000,18.818,2.498,126
제3학생회관,60,2026-03-16,57.900,47.432,179.000,152.791,15.409,130
제3학생회관,60,2026-03-17,45.922,46.392,189.000,157.779,9.354,129
제3학생회관,60,2026-03-18,38.023,40.092,154.000,159.188,7.339,130
제3학생회관,60,2026-03-19,41.205,37.796,146.000,141.588,9.625,132
제3학생회관,60,2026-03-20,31.629,29.855,105.000,133.388,9.268,132
제3학생회관,60,2026-03-21,8.811,9.678,17.000,18.882,3.090,132
제3학생회관,60,2026-03-22,8.254,9.370,20.000,18.670,2.746,130
제3학생회관,60,2026-03-23,44.818,51.099,165.000,175.167,13.504,132
제3학생회관,60,2026-03-24,46.720,45.454,172.000,181.400,7.775,132
제3학생회관,60,2026-03-25,41.038,39.062,146.000,150.720,8.685,132
제3학생회관,60,2026-03-26,36.379,37.866,117.000,144.834,9.978,132
제3학생회관,60,2026-03-27,35.969,35.597,95.000,99.641,8.571,131
학생생활관,5,2026-03-01,0.000,0.000,0.000,0.000,0.000,125
학생생활관,5,2026-03-02,0.000,0.000,0.000,0.000,0.000,132
학생생활관,5,2026-03-03,102.911,104.188,414.000,414.000,16.960,101
학생생활관,30,2026-03-01,0.000,0.785,0.000,13.750,2.148,123
학생생활관,30,2026-03-02,0.000,4.276,0.000,65.333,8.619,128
학생생활관,30,2026-03-03,103.260,85.973,414.000,331.303,68.374,104
학생생활관,60,2026-03-01,0.000,1.360,0.000,13.750,3.018,119
학생생활관,60,2026-03-02,0.000,6.727,0.000,65.333,14.052,122
학생생활관,60,2026-03-03,96.970,72.046,380.000,290.318,104.628,100
