restaurant,horizon_minutes,date,avg_actual,avg_prediction,peak_actual,peak_prediction,daily_mae,slot_count
제3학생회관,30,2026-03-26,35.609,36.830,117.000,140.818,7.502,138
제3학생회관,30,2026-03-27,35.184,34.366,95.000,109.232,7.785,136
제3학생회관,60,2026-03-01,7.235,7.201,9.000,9.000,0.458,132
제3학생회관,60,2026-03-02,9.348,20.432,18.000,98.500,14.326,132
제3학생회관,60,2026-03-03,37.447,26.470,149.000,79.500,16.189,132
제3학생회관,60,2026-03-04,36.000,27.864,127.000,70.977,11.900,132
제3학생회관,60,2026-03-05,35.177,25.575,130.000,68.568,12.869,130
제3학생회관,60,2026-03-06,26.008,21.477,96.000,54.500,7.318,128
제3학생회관,60,2026-03-07,6.822,8.460,12.000,13.159,2.160,129
제3학생회관,60,2026-03-08,9.121,7.957,15.000,11.909,1.749,132
제3학생회관,60,2026-03-09,37.885,21.465,147.000,80.750,22.523,130
제3학생회관,60,2026-03-10,44.854,39.523,161.000,146.477,13.741,130
제3학생회관,60,2026-03-11,45.496,40.230,165.000,128.159,8.541,131
제3학생회관,60,2026-03-12,34.068,34.369,142.000,123.227,7.957,132
제3학생회관,60,2026-03-13,31.114,28.575,125.000,90.727,8.111,132
제3학생회관,60,2026-03-14,13.455,10.369,19.000,16.386,3.580,132
제3학생회관,60,2026-03-15,11.603,10.339,20.000,17.364,2.455,126
제3학생회관,60,2026-03-16,57.900,44.301,179.000,149.318,16.650,130
제3학생회관,60,2026-03-17,45.922,45.453,189.000,157.348,8.691,129
제3학생회관,60,2026-03-18,38.023,41.351,154.000,159.697,7.404,130
제3학생회관,60,2026-03-19,41.205,36.590,146.000,140.606,9.142,132
제3학생회관,60,2026-03-20,31.629,30.055,105.000,129.970,8.720,132
제3학생회관,60,2026-03-21,8.811,10.670,17.000,18.424,3.196,132
제3학생회관,60,2026-03-22,8.254,9.897,20.000,18.591,2.778,130
제3학생회관,60,2026-03-23,44.818,52.305,165.000,174.348,13.425,132
제3학생회관,60,2026-03-24,46.720,45.458,172.000,182.000,7.241,132
제3학생회관,60,2026-03-25,41.038,38.636,146.000,150.852,7.914,132
제3학생회관,60,2026-03-26,36.379,38.575,117.000,144.011,9.408,132
제3학생회관,60,2026-03-27,35.969,34.367,95.000,100.795,8.331,131
학생생활관,5,2026-03-01,0.000,0.000,0.000,0.000,0.000,125
학생생활관,5,2026-03-02,0.000,0.000,0.000,0.000,0.000,132
학생생활관,5,2026-03-03,102.911,104.188,414.000,414.000,16.960,101
학생생활관,30,2026-03-01,0.000,0.000,0.000,0.000,0.000,123
학생생활관,30,2026-03-02,0.000,0.000,0.000,0.000,0.000,128
학생생활관,30,2026-03-03,103.260,107.115,414.000,414.000,77.721,104
학생생활관,60,2026-03-01,0.000,2.440,0.000,13.750,3.098,119
학생생활관,60,2026-03-02,0.000,12.512,0.000,65.333,15.120,122
학생생활관,60,2026-03-03,96.970,31.827,380.000,125.773,85.170,100
